gene_id,symbol,gene_name,log2_fold_change,Pvalue,FDR,name,logCPM
ENSMUSG00000025403,Shmt2,serine hydroxymethyltransferase 2 (mitochondrial),1.490260483,1.28E-13,1.18E-11,2,9.259818649
ENSMUSG00000056148,Rdh9,retinol dehydrogenase 9,1.680523373,3.94E-06,5.50E-05,2,5.349723021
ENSMUSG00000069456,Rdh16,retinol dehydrogenase 16,1.960832869,1.79E-17,3.72E-15,2,9.845000946
ENSMUSG00000074639,Rdh16f2,RDH16 family member 2,1.529202394,2.33E-10,1.00E-08,2,7.523607099
ENSMUSG00000040134,Rdh7,retinol dehydrogenase 7,1.405766327,3.76E-08,9.29E-07,2,11.51292726
ENSMUSG00000051716,Apon,apolipoprotein N,2.369353026,2.26E-19,7.21E-17,2,9.724839384
ENSMUSG00000045055,Rpsa-ps2,"ribosomal protein SA, pseudogene 2",1.345109527,0.011419192,0.042358661,2,3.971052003
ENSMUSG00000025347,Mettl7b,methyltransferase like 7B,2.040504184,1.33E-19,4.60E-17,2,11.18854951
ENSMUSG00000097691,9030616G12Rik,RIKEN cDNA 9030616G12 gene,1.803627839,8.79E-05,0.000770805,2,4.029161772
ENSMUSG00000044433,Camsap3,"calmodulin regulated spectrin-associated protein family, member 3",1.015036956,0.007528992,0.030424273,2,5.331300106
ENSMUSG00000040236,Trappc5,trafficking protein particle complex 5,1.400864103,1.37E-06,2.18E-05,2,5.941474498
ENSMUSG00000023073,Slc10a2,"solute carrier family 10, member 2",1.751261551,1.13E-12,8.49E-11,2,6.76381282
ENSMUSG00000109933,Gm7600,predicted gene 7600,2.598735215,1.11E-05,0.000133622,2,2.982421981
ENSMUSG00000038365,Fbxo25,F-box protein 25,1.397685074,0.003395165,0.016172303,2,4.409764512
ENSMUSG00000031487,Brf2,"BRF2, RNA polymerase III transcription initiation factor 50kDa subunit",1.770236777,0.00097863,0.005734349,2,4.057746966
ENSMUSG00000083557,Gm6877,predicted pseudogene 6877,1.487946239,0.003059267,0.01494195,2,4.20826137
ENSMUSG00000031645,F11,coagulation factor XI,2.58966668,6.51E-12,4.22E-10,2,6.345960371
ENSMUSG00000031568,Rwdd4a,RWD domain containing 4A,1.523708144,1.00E-07,2.19E-06,2,6.13924504
ENSMUSG00000031521,Aga,aspartylglucosaminidase,1.113336479,0.000857151,0.005135541,2,5.534048099
ENSMUSG00000025588,Nat1,N-acetyl transferase 1,2.799292412,7.75E-05,0.000696176,2,2.368522248
ENSMUSG00000051147,Nat2,N-acetyltransferase 2 (arylamine N-acetyltransferase),1.508580966,1.35E-05,0.000157051,2,5.293733122
ENSMUSG00000110545,Gm7730,predicted gene 7730,1.528107966,4.91E-05,0.000475087,2,4.723704561
ENSMUSG00000002343,Armc6,armadillo repeat containing 6,1.978227065,0.005298264,0.023162291,2,2.909357014
ENSMUSG00000057788,Ddx49,DEAD box helicase 49,1.588887195,1.50E-06,2.35E-05,2,5.425187678
ENSMUSG00000038508,Gdf15,growth differentiation factor 15,1.776422679,0.000197058,0.001505971,2,4.796194232
ENSMUSG00000031848,Lsm4,"LSM4 homolog, U6 small nuclear RNA and mRNA degradation associated",1.684201304,9.70E-08,2.13E-06,2,5.605854954
ENSMUSG00000002395,Use1,unconventional SNARE in the ER 1 homolog (S. cerevisiae),1.368931006,1.24E-06,2.00E-05,2,6.296416885
ENSMUSG00000034880,Mrpl34,mitochondrial ribosomal protein L34,1.623015282,1.03E-06,1.71E-05,2,6.405988913
ENSMUSG00000046718,Bst2,bone marrow stromal cell antigen 2,1.364925396,4.97E-06,6.72E-05,2,8.203860982
ENSMUSG00000055148,Klf2,Kruppel-like factor 2 (lung),1.716595721,0.000124487,0.001029858,2,4.447618539
ENSMUSG00000047657,Crry-ps,"complement receptor related protein, pseudogene",1.446299305,0.003102166,0.015114551,2,4.561943696
ENSMUSG00000110057,Gm2225,predicted gene 2225,1.39335622,0.00063142,0.004017948,2,4.947196064
ENSMUSG00000031683,Lsm6,"LSM6 homolog, U6 small nuclear RNA and mRNA degradation associated",1.321829371,5.08E-05,0.00048842,2,5.575349506
ENSMUSG00000035671,Zswim4,zinc finger SWIM-type containing 4,1.207764654,0.001443989,0.007965644,2,4.956086589
ENSMUSG00000003814,Calr,calreticulin,1.7728158,7.48E-08,1.69E-06,2,10.8092504
ENSMUSG00000003808,Farsa,"phenylalanyl-tRNA synthetase, alpha subunit",1.499966764,9.96E-06,0.000121678,2,5.155535649
ENSMUSG00000003812,Dnase2a,deoxyribonuclease II alpha,1.121427249,0.005959114,0.025254131,2,5.053053106
ENSMUSG00000052926,Rnaseh2a,"ribonuclease H2, large subunit",1.56885984,5.93E-06,7.80E-05,2,5.244581873
ENSMUSG00000008167,Fbxw9,F-box and WD-40 domain protein 9,1.067293173,0.000114474,0.000962386,2,6.461279341
ENSMUSG00000005150,Wdr83,WD repeat domain containing 83,1.669363607,9.94E-07,1.65E-05,2,5.175059749
ENSMUSG00000059355,Wdr83os,WD repeat domain 83 opposite strand,1.314469225,1.54E-05,0.000175049,2,5.997738266
ENSMUSG00000061959,Ces1e,carboxylesterase 1E,1.430399149,4.04E-12,2.70E-10,2,9.80596874
ENSMUSG00000031725,Ces1f,carboxylesterase 1F,1.125438324,7.03E-10,2.70E-08,2,10.91018459
ENSMUSG00000031671,Setd6,SET domain containing 6,1.275508741,0.000971296,0.005699428,2,5.091296629
ENSMUSG00000074136,4930513N10Rik,RIKEN cDNA 4930513N10 gene,2.838373965,0.011431983,0.042393461,2,1.259023455
ENSMUSG00000071041,Impdh2-ps,"inosine monophosphate dehydrogenase 2, pseudogene",1.074599481,0.001049665,0.00608747,2,5.733972316
ENSMUSG00000031879,Ciao2b,cytosolic iron-sulfur assembly component 2B,1.386372592,0.000179981,0.001396057,2,4.885181829
ENSMUSG00000055730,Ces2a,carboxylesterase 2A,1.84602549,2.03E-10,9.05E-09,2,9.786131434
ENSMUSG00000061825,Ces2c,carboxylesterase 2C,1.961692085,2.61E-12,1.79E-10,2,6.684838275
ENSMUSG00000031886,Ces2e,carboxylesterase 2E,1.437640681,7.88E-11,3.94E-09,2,10.04607263
ENSMUSG00000069922,Ces3a,carboxylesterase 3A,1.126357878,0.000184305,0.001423382,2,11.66613372
ENSMUSG00000110686,Gm45855,predicted gene 45855,1.148212451,0.000539748,0.003532222,2,6.082741263
ENSMUSG00000031897,Psmb10,"proteasome (prosome, macropain) subunit, beta type 10",1.418200479,3.93E-07,7.21E-06,2,6.055534333
ENSMUSG00000045538,Ddx28,DEAD box helicase 28,1.495307069,9.24E-06,0.000114548,2,5.281076824
ENSMUSG00000086390,1810019D21Rik,RIKEN cDNA 1810019D21 gene,1.55283792,0.000452409,0.003043968,2,4.112531148
ENSMUSG00000033106,Slc7a6os,"solute carrier family 7, member 6 opposite strand",1.952837105,4.60E-08,1.11E-06,2,4.726305274
ENSMUSG00000060098,Prmt7,protein arginine N-methyltransferase 7,1.303552316,0.000288995,0.002086735,2,5.377629524
ENSMUSG00000041949,Tango6,transport and golgi organization 6,1.144519546,0.00582029,0.024854935,2,4.86521518
ENSMUSG00000110613,Lncbate1,brown adipose tissue enriched long non-coding RNA 1,2.052304021,0.006840094,0.028236961,2,2.706126661
ENSMUSG00000031730,Dhodh,dihydroorotate dehydrogenase,1.316233485,0.007851077,0.031328721,2,4.291538851
ENSMUSG00000001670,Tat,tyrosine aminotransferase,1.582169621,5.35E-07,9.54E-06,2,11.27885492
ENSMUSG00000015023,Ddx19a,DEAD box helicase 19a,1.058953404,0.000155766,0.001236775,2,6.310385047
ENSMUSG00000031958,Ldhd,lactate dehydrogenase D,1.162305845,3.51E-08,8.73E-07,2,8.817996073
ENSMUSG00000034424,Gcsh,glycine cleavage system protein H (aminomethyl carrier),1.252786164,2.18E-07,4.37E-06,2,8.085962597
ENSMUSG00000031827,Cotl1,coactosin-like 1 (Dictyostelium),1.169590898,0.000857438,0.005135541,2,5.818835901
ENSMUSG00000031812,Map1lc3b,microtubule-associated protein 1 light chain 3 beta,2.393674407,1.01E-21,5.69E-19,2,7.77777365
ENSMUSG00000025317,Car5a,"carbonic anhydrase 5a, mitochondrial",1.348698687,1.45E-09,5.06E-08,2,7.204502214
ENSMUSG00000015013,Trappc2l,trafficking protein particle complex 2-like,1.673523188,3.91E-05,0.000390452,2,4.821192932
ENSMUSG00000094242,Gm5456,predicted gene 5456,1.811518742,6.20E-06,8.07E-05,2,4.479374753
ENSMUSG00000023156,Rpp14,ribonuclease P 14 subunit,1.133779261,0.000142301,0.00115044,2,5.949866021
ENSMUSG00000021748,Pdhb,pyruvate dehydrogenase (lipoamide) beta,1.073594152,2.55E-05,0.000269836,2,8.839845736
ENSMUSG00000033111,3830406C13Rik,RIKEN cDNA 3830406C13 gene,2.152006978,2.89E-07,5.52E-06,2,4.37642021
ENSMUSG00000017491,Rarb,"retinoic acid receptor, beta",1.876596544,0.005351703,0.023348449,2,3.134062815
ENSMUSG00000045107,Saysd1,SAYSVFN motif domain containing 1,1.282110306,0.001446515,0.007976036,2,4.641879555
ENSMUSG00000021809,Nudt13,nudix (nucleoside diphosphate linked moiety X)-type motif 13,2.12803383,2.12E-09,7.10E-08,2,4.747421431
ENSMUSG00000021771,Vdac2,voltage-dependent anion channel 2,1.086151842,8.26E-05,0.000733405,2,7.998876511
ENSMUSG00000052395,Rft1,RFT1 homolog,1.192915309,0.000248553,0.001835218,2,6.259115951
ENSMUSG00000021884,Hacl1,2-hydroxyacyl-CoA lyase 1,1.220674,3.29E-05,0.0003383,2,6.591574939
ENSMUSG00000021900,Btd,biotinidase,1.128626794,5.44E-06,7.21E-05,2,7.846210542
ENSMUSG00000021906,Oxnad1,oxidoreductase NAD-binding domain containing 1,1.249291534,3.57E-05,0.000362121,2,6.055878992
ENSMUSG00000041471,Shld2,shieldin complex subunit 2,1.194737515,7.46E-06,9.48E-05,2,7.347350642
ENSMUSG00000041078,Grid1,"glutamate receptor, ionotropic, delta 1",1.904564639,0.002817721,0.01398593,2,3.07663211
ENSMUSG00000072596,Ear2,"eosinophil-associated, ribonuclease A family, member 2",1.854841438,0.004492754,0.020284279,2,3.065720667
ENSMUSG00000115160,Gm6532,predicted pseudogene 6532,1.595452167,0.000121458,0.001010184,2,5.037389151
ENSMUSG00000021832,Psmc6,"proteasome (prosome, macropain) 26S subunit, ATPase, 6",1.356944814,1.22E-07,2.61E-06,2,7.900778241
ENSMUSG00000044285,Ubb-ps,"ubiquitin B, pseudogene",1.941387485,9.05E-11,4.45E-09,2,6.940950633
ENSMUSG00000021835,Bmp4,bone morphogenetic protein 4,3.565931369,0.000434077,0.002931728,2,1.493342529
ENSMUSG00000062081,Gm6055,predicted gene 6055,2.064945625,3.15E-13,2.67E-11,2,6.052428688
ENSMUSG00000006289,Osgep,O-sialoglycoprotein endopeptidase,1.034102853,0.003999428,0.018501914,2,5.171247193
ENSMUSG00000115338,Pnp,purine-nucleoside phosphorylase,1.440103242,6.40E-06,8.27E-05,2,5.993786168
ENSMUSG00000021876,Rnase4,"ribonuclease, RNase A family 4",1.144220062,0.00025098,0.001849841,2,10.31220898
ENSMUSG00000004558,Ndrg2,N-myc downstream regulated gene 2,1.23647167,3.84E-11,2.05E-09,2,11.78732465
ENSMUSG00000060373,Hnrnpc,heterogeneous nuclear ribonucleoprotein C,2.234046679,2.16E-20,9.25E-18,2,7.965995906
ENSMUSG00000040997,Abhd4,abhydrolase domain containing 4,1.465411674,6.91E-09,2.00E-07,2,6.986687052
ENSMUSG00000010406,Mrpl52,mitochondrial ribosomal protein L52,1.033499996,0.004218973,0.019286289,2,6.161874084
ENSMUSG00000022179,4931414P19Rik,RIKEN cDNA 4931414P19 gene,1.472008596,0.01130688,0.042004704,2,3.348836637
ENSMUSG00000022210,Dhrs4,dehydrogenase/reductase (SDR family) member 4,1.470249701,9.63E-10,3.54E-08,2,8.611449774
ENSMUSG00000007589,Tinf2,Terf1 (TRF1)-interacting nuclear factor 2,1.391691427,0.000202614,0.001537827,2,5.112366391
ENSMUSG00000002332,Dhrs1,dehydrogenase/reductase (SDR family) member 1,2.056630364,4.14E-16,6.35E-14,2,8.563372162
ENSMUSG00000022219,Cideb,"cell death-inducing DNA fragmentation factor, alpha subunit-like effector B",1.860626965,1.35E-11,8.01E-10,2,7.518044418
ENSMUSG00000064128,Cenpj,centromere protein J,1.807884789,0.007001886,0.02870473,2,2.716628221
ENSMUSG00000090038,Gm16573,predicted gene 16573,1.456719085,0.013582529,0.048684107,2,3.226511769
ENSMUSG00000021967,Mrpl57,mitochondrial ribosomal protein L57,1.144099957,0.000204411,0.001548842,2,5.961524013
ENSMUSG00000021982,Cdadc1,cytidine and dCMP deaminase domain containing 1,1.039257237,0.000297781,0.00213407,2,7.600498966
ENSMUSG00000022040,Ephx2,"epoxide hydrolase 2, cytoplasmic",1.381571876,1.32E-11,7.85E-10,2,11.13540184
ENSMUSG00000022052,Ppp2r2a,"protein phosphatase 2, regulatory subunit B, alpha",1.36222333,2.82E-07,5.43E-06,2,6.277000297
ENSMUSG00000033446,Lpar6,lysophosphatidic acid receptor 6,1.246085595,2.76E-05,0.000288849,2,5.949866021
ENSMUSG00000021996,Esd,esterase D/formylglutathione hydrolase,1.244970222,2.46E-09,8.06E-08,2,9.481692679
ENSMUSG00000021999,Cpb2,carboxypeptidase B2 (plasma),1.671032625,1.49E-12,1.08E-10,2,9.757681245
ENSMUSG00000060126,Tpt1,"tumor protein, translationally-controlled 1",1.672496822,4.26E-10,1.73E-08,2,7.086489737
ENSMUSG00000022009,Nufip1,nuclear fragile X mental retardation protein interacting protein 1,1.744799257,0.000367956,0.002551678,2,3.857524094
ENSMUSG00000022022,Mtrf1,mitochondrial translational release factor 1,1.525211409,0.000196391,0.001503333,2,4.506417721
ENSMUSG00000062611,Rps3a2,ribosomal protein S3A2,1.667587649,2.04E-06,3.08E-05,2,7.426064618
ENSMUSG00000033186,Mzt1,mitotic spindle organizing protein 1,1.176205086,4.93E-05,0.000475758,2,6.114416882
ENSMUSG00000075486,Commd6,COMM domain containing 6,1.101096091,0.000931722,0.005498353,2,6.218499425
ENSMUSG00000022124,Fbxl3,F-box and leucine-rich repeat protein 3,1.046203574,3.36E-05,0.000344791,2,7.06657595
ENSMUSG00000022129,Dct,dopachrome tautomerase,1.905171754,0.000545687,0.003565462,2,3.660862515
ENSMUSG00000025545,Clybl,citrate lyase beta like,1.1316498,2.85E-05,0.000296935,2,6.701604947
ENSMUSG00000041625,Ggact,gamma-glutamylamine cyclotransferase,1.566527884,2.99E-11,1.62E-09,2,7.258695627
ENSMUSG00000004096,Cwc15,CWC15 spliceosome-associated protein,1.576771921,1.99E-09,6.73E-08,2,6.489793686
ENSMUSG00000031938,4931406C07Rik,RIKEN cDNA 4931406C07 gene,1.128624439,4.03E-09,1.24E-07,2,10.01235423
ENSMUSG00000084786,Ubl5,ubiquitin-like 5,1.875028951,5.79E-11,2.99E-09,2,6.473859287
ENSMUSG00000038742,Angptl6,angiopoietin-like 6,1.079403593,0.005294743,0.023162291,2,5.10001303
ENSMUSG00000004100,Ppan,peter pan homolog,1.50751786,0.000627129,0.003998283,2,4.723704561
ENSMUSG00000032182,Yipf2,"Yip1 domain family, member 2",1.159980119,0.003774977,0.017645888,2,4.953869089
ENSMUSG00000039632,Odad3,outer dynein arm docking complex subunit 3,1.978909456,0.005702626,0.024458937,2,2.695548099
ENSMUSG00000003402,Prkcsh,protein kinase C substrate 80K-H,1.292462266,2.70E-08,6.85E-07,2,8.173182067
ENSMUSG00000066839,Ecsit,ECSIT signalling integrator,1.187263666,1.45E-05,0.000166341,2,6.434959318
ENSMUSG00000001833,Septin7,septin 7,1.004375778,8.15E-05,0.000725996,2,6.880133506
ENSMUSG00000091639,Gm3756,predicted gene 3756,2.213197509,0.005395243,0.023497181,2,2.235809064
ENSMUSG00000032121,Tmem218,transmembrane protein 218,2.978846699,0.003880364,0.018043549,2,1.501462898
ENSMUSG00000023186,Vwa5a,von Willebrand factor A domain containing 5A,1.32182741,6.68E-08,1.53E-06,2,7.227839542
ENSMUSG00000032014,Oaf,out at first homolog,1.327852032,2.31E-09,7.64E-08,2,9.218974416
ENSMUSG00000032112,Trappc4,trafficking protein particle complex 4,1.635333002,3.94E-07,7.21E-06,2,5.491529382
ENSMUSG00000009927,Rps25,ribosomal protein S25,1.158555429,2.48E-07,4.86E-06,2,7.887540694
ENSMUSG00000094437,Gm9830,predicted gene 9830,1.757541044,0.006217381,0.026123003,2,3.420304982
ENSMUSG00000002031,Ift46,intraflagellar transport 46,2.068892915,2.33E-09,7.70E-08,2,5.783194208
ENSMUSG00000032271,Nnmt,nicotinamide N-methyltransferase,1.233331159,5.79E-05,0.000546581,2,7.669162445
ENSMUSG00000032066,Bco2,beta-carotene oxygenase 2,1.987256967,3.34E-10,1.39E-08,2,5.534542809
ENSMUSG00000039217,Il18,interleukin 18,1.378699856,0.000348192,0.002434991,2,4.695172966
ENSMUSG00000111686,Rab7-ps1,"RAB7, member RAS oncogene family, pseudogene 1",1.080853311,0.003572662,0.01687143,2,5.694372699
ENSMUSG00000032320,Rcn2,reticulocalbin 2,2.012813444,8.02E-06,0.000100786,2,4.286848306
ENSMUSG00000032288,Imp3,"IMP3, U3 small nucleolar ribonucleoprotein",1.53789646,1.20E-07,2.57E-06,2,6.690203027
ENSMUSG00000000088,Cox5a,cytochrome c oxidase subunit 5A,1.251224977,5.93E-09,1.75E-07,2,8.026937608
ENSMUSG00000037206,Islr,immunoglobulin superfamily containing leucine-rich repeat,1.783823813,0.00270269,0.013528682,2,3.351085177
ENSMUSG00000032336,Nptn,neuroplastin,1.032639557,7.48E-05,0.000676236,2,7.598896304
ENSMUSG00000032399,Rpl4,ribosomal protein L4,1.12273291,6.49E-10,2.53E-08,2,9.763825028
ENSMUSG00000041837,Pdcd7,programmed cell death 7,1.455300656,0.001120848,0.006434265,2,4.619148025
ENSMUSG00000059183,Mtfmt,mitochondrial methionyl-tRNA formyltransferase,1.518973486,0.001770592,0.009477203,2,3.88968067
ENSMUSG00000032381,Ciao2a,cytosolic iron-sulfur assembly component 2A,2.146740759,1.07E-14,1.30E-12,2,6.638104011
ENSMUSG00000036781,Rps27l,ribosomal protein S27-like,1.363295287,1.03E-08,2.87E-07,2,8.441168634
ENSMUSG00000033543,Gtf2a2,"general transcription factor II A, 2",2.380882465,1.42E-15,1.96E-13,2,5.647009359
ENSMUSG00000032204,Aqp9,aquaporin 9,1.480693227,6.47E-08,1.49E-06,2,10.58969227
ENSMUSG00000032179,Bmp5,bone morphogenetic protein 5,1.461224801,6.02E-05,0.000565307,2,5.278125676
ENSMUSG00000001366,Fbxo9,f-box protein 9,1.278903222,1.48E-07,3.09E-06,2,7.638522035
ENSMUSG00000032348,Gsta4,"glutathione S-transferase, alpha 4",1.215700751,4.68E-07,8.42E-06,2,7.717001776
ENSMUSG00000037742,Eef1a1,eukaryotic translation elongation factor 1 alpha 1,1.993720559,1.95E-14,2.23E-12,2,13.39897535
ENSMUSG00000032330,Cox7a2,cytochrome c oxidase subunit 7A2,1.075912821,3.44E-05,0.00035213,2,8.338441971
ENSMUSG00000098747,Gm27216,predicted gene 27216,1.260742925,0.000363243,0.002523222,2,5.488979159
ENSMUSG00000097195,Snhg5,small nucleolar RNA host gene 5,2.686545334,2.65E-05,0.000278206,2,2.490048994
ENSMUSG00000097073,9430037G07Rik,RIKEN cDNA 9430037G07 gene,2.404497986,0.006640886,0.027561006,2,1.729848954
ENSMUSG00000096647,Tmem41b-ps,"transmembrane protein 41B, pseudogene",2.052283769,4.82E-05,0.000467253,2,3.937688416
ENSMUSG00000032372,Plscr2,phospholipid scramblase 2,1.793392159,1.09E-12,8.27E-11,2,6.801074007
ENSMUSG00000110827,Gm32281,"predicted gene, 32281",2.068845022,0.001680634,0.009062014,2,2.613412853
ENSMUSG00000032469,Dbr1,debranching RNA lariats 1,1.025528024,0.007210628,0.029348425,2,5.222302096
ENSMUSG00000032527,Pccb,"propionyl Coenzyme A carboxylase, beta polypeptide",1.23573747,2.26E-07,4.50E-06,2,9.152087056
ENSMUSG00000033688,1300017J02Rik,RIKEN cDNA 1300017J02 gene,1.663270976,2.00E-11,1.14E-09,2,10.72058864
ENSMUSG00000032563,Mrpl3,mitochondrial ribosomal protein L3,2.719936771,1.34E-20,6.39E-18,2,5.609409299
ENSMUSG00000023345,Poc1a,POC1 centriolar protein A,1.680166764,0.008743852,0.034028501,2,3.147061654
ENSMUSG00000048758,Rpl29,ribosomal protein L29,1.31488837,3.56E-05,0.000360947,2,7.622709847
ENSMUSG00000042210,Abhd14a,abhydrolase domain containing 14A,2.105939481,2.60E-05,0.000273026,2,3.486355151
ENSMUSG00000042073,Abhd14b,abhydrolase domain containing 14b,1.135356722,1.70E-06,2.61E-05,2,8.041351065
ENSMUSG00000032575,Manf,mesencephalic astrocyte-derived neurotrophic factor,2.268710345,2.50E-10,1.07E-08,2,7.546955483
ENSMUSG00000032579,Hemk1,HemK methyltransferase family member 1,1.589463398,3.09E-05,0.000318727,2,4.885957427
ENSMUSG00000032580,Rbm5,RNA binding motif protein 5,1.051791639,0.000101098,0.00086813,2,6.642929748
ENSMUSG00000032607,Amt,aminomethyltransferase,1.977679097,1.03E-08,2.87E-07,2,7.424197033
ENSMUSG00000063856,Gpx1,glutathione peroxidase 1,1.576312399,1.28E-10,5.94E-09,2,12.15963223
ENSMUSG00000032604,Qars,glutaminyl-tRNA synthetase,1.083085844,7.86E-05,0.000703181,2,7.075537616
ENSMUSG00000019039,Dalrd3,DALR anticodon binding domain containing 3,2.470385666,1.64E-18,4.17E-16,2,6.170990127
ENSMUSG00000032602,Slc25a20,"solute carrier family 25 (mitochondrial carnitine/acylcarnitine translocase), member 20",1.149938714,1.10E-08,3.03E-07,2,8.874983067
ENSMUSG00000025651,Uqcrc1,ubiquinol-cytochrome c reductase core protein 1,1.920437408,8.60E-25,1.19E-21,2,9.616832298
ENSMUSG00000091537,Tma7,translational machinery associated 7,1.369653413,2.84E-05,0.00029678,2,5.397650875
ENSMUSG00000098973,Mir6236,microRNA 6236,1.694229596,1.62E-06,2.52E-05,2,5.779025016
ENSMUSG00000036138,Acaa1a,acetyl-Coenzyme A acyltransferase 1A,1.859617522,3.10E-19,9.18E-17,2,9.478117333
ENSMUSG00000032519,Slc25a38,"solute carrier family 25, member 38",1.512672007,8.54E-06,0.000106685,2,5.563007136
ENSMUSG00000006941,Eif1b,eukaryotic translation initiation factor 1B,1.706101048,5.60E-07,9.92E-06,2,5.379282947
ENSMUSG00000110726,Gm18101,"predicted gene, 18101",1.219068851,0.008343006,0.032876644,2,4.25170492
ENSMUSG00000032526,Ss18l2,"SS18, nBAF chromatin remodeling complex subunit like 2",1.114636976,0.000630065,0.004013438,2,5.998097012
ENSMUSG00000050445,Cyp8b1,"cytochrome P450, family 8, subfamily b, polypeptide 1",1.217323504,2.59E-05,0.000272404,2,9.135132173
ENSMUSG00000046603,Tcaim,"T cell activation inhibitor, mitochondrial",1.074392756,0.001175635,0.006721394,2,6.196747959
ENSMUSG00000020432,Tcn2,transcobalamin 2,1.245221588,3.91E-09,1.21E-07,2,8.813404769
ENSMUSG00000004748,Mtfp1,mitochondrial fission process 1,1.17382898,0.000243092,0.001801316,2,6.285125232
ENSMUSG00000020182,Ddc,dopa decarboxylase,1.422110544,8.23E-05,0.000731074,2,6.572026033
ENSMUSG00000020116,Pno1,partner of NOB1 homolog,1.159992338,3.04E-05,0.000314322,2,6.531371754
ENSMUSG00000000581,C1d,C1D nuclear receptor co-repressor,1.352628271,2.94E-06,4.27E-05,2,6.899788758
ENSMUSG00000020149,Rab1a,"RAB1A, member RAS oncogene family",1.643782134,6.04E-14,6.16E-12,2,9.301501654
ENSMUSG00000032889,Gm6685,predicted pseudogene 6685,1.920954538,0.001100631,0.006338697,2,3.147061654
ENSMUSG00000020462,Cfap36,cilia and flagella associated protein 36,1.154323843,0.005477698,0.02379008,2,4.772433423
ENSMUSG00000020459,Mtif2,mitochondrial translational initiation factor 2,1.182618276,3.80E-05,0.000381248,2,6.204714742
ENSMUSG00000020460,Rps27a,ribosomal protein S27A,1.904583243,0.000837491,0.005040351,2,3.420304982
ENSMUSG00000020305,Asb3,ankyrin repeat and SOCS box-containing 3,1.252270534,0.003882334,0.01804596,2,4.477317665
ENSMUSG00000020397,Med7,mediator complex subunit 7,1.475288917,1.15E-05,0.000137502,2,5.078760738
ENSMUSG00000080776,Gm12174,predicted gene 12174,1.082132195,8.17E-05,0.000725996,2,6.522531094
ENSMUSG00000020372,Rack1,receptor for activated C kinase 1,1.732520632,8.98E-14,8.59E-12,2,9.396823882
ENSMUSG00000040350,Trim7,tripartite motif-containing 7,1.225505987,0.002760865,0.013770739,2,5.19056123
ENSMUSG00000078920,Ifi47,interferon gamma inducible protein 47,1.646019757,3.71E-05,0.000374133,2,4.748274717
ENSMUSG00000007850,Hnrnph1,heterogeneous nuclear ribonucleoprotein H1,1.52967172,1.17E-11,7.09E-10,2,7.156521943
ENSMUSG00000020385,Clk4,CDC like kinase 4,1.392016134,2.21E-07,4.42E-06,2,6.072707672
ENSMUSG00000020390,Ube2b,ubiquitin-conjugating enzyme E2B,1.063521885,2.12E-05,0.000231728,2,7.729227892
ENSMUSG00000020349,Ppp2ca,"protein phosphatase 2 (formerly 2A), catalytic subunit, alpha isoform",1.25922236,1.03E-09,3.73E-08,2,8.667412908
ENSMUSG00000036216,Leap2,liver-expressed antimicrobial peptide 2,1.259066157,4.73E-05,0.000459354,2,6.917200651
ENSMUSG00000044751,Atp5pb-ps,"ATP synthase peripheral stalk-membrane subunit b, pseudogene",1.110656529,0.003138476,0.015249632,2,5.27930686
ENSMUSG00000018593,Sparc,secreted acidic cysteine rich glycoprotein,1.325438507,1.18E-09,4.21E-08,2,7.546288325
ENSMUSG00000087165,2010001A14Rik,RIKEN cDNA 2010001A14 gene,2.328988798,0.002882562,0.014239879,2,2.381779925
ENSMUSG00000082292,Gm12250,predicted gene 12250,2.021370946,0.007171181,0.029244495,2,2.485962273
ENSMUSG00000084384,Gm12251,predicted gene 12251,1.185336852,0.012275291,0.044838709,2,4.540864085
ENSMUSG00000054519,Zfp867,zinc finger protein 867,1.874701969,0.000114265,0.000961279,2,3.755768722
ENSMUSG00000042569,Dhrs7b,dehydrogenase/reductase (SDR family) member 7B,1.224789138,5.38E-06,7.15E-05,2,6.47463289
ENSMUSG00000043284,Tmem11,transmembrane protein 11,1.007595478,0.00259694,0.013115496,2,5.515343189
ENSMUSG00000020528,Prpsap2,phosphoribosyl pyrophosphate synthetase-associated protein 2,2.869920958,1.87E-16,3.14E-14,2,4.502377171
ENSMUSG00000019505,Ubb,ubiquitin B,1.023526387,1.41E-06,2.23E-05,2,9.498496232
ENSMUSG00000014177,Tvp23b,trans-golgi network vesicle protein 23B,1.776589558,8.44E-10,3.17E-08,2,5.982387004
ENSMUSG00000069844,Sco1,SCO1 cytochrome c oxidase assembly protein,1.398635715,7.98E-06,0.000100538,2,5.897830584
ENSMUSG00000044795,Cyb5d1,cytochrome b5 domain containing 1,1.19192237,0.00061548,0.003938692,2,5.581107964
ENSMUSG00000069835,Sat2,spermidine/spermine N1-acetyl transferase 2,1.98592116,0.000158729,0.001257892,2,3.531782103
ENSMUSG00000018761,Mpdu1,mannose-P-dolichol utilization defect 1,1.366413658,4.32E-08,1.05E-06,2,7.44134601
ENSMUSG00000089876,Tmem102,transmembrane protein 102,1.472031398,0.000858649,0.005140319,2,4.87305999
ENSMUSG00000040938,Slc16a11,"solute carrier family 16 (monocarboxylic acid transporters), member 11",1.182626076,0.003967828,0.018381511,2,5.412561906
ENSMUSG00000046811,Gltpd2,glycolipid transfer protein domain containing 2,1.327457336,6.75E-06,8.67E-05,2,7.504316049
