gene_id,symbol,gene_name,log2_fold_change,Pvalue,FDR,name,logCPM
ENSMUSG00000040435,Ppp1r15a,"protein phosphatase 1, regulatory subunit 15A",1.170286086,0.012755682,0.046730779,1,4.589233057
ENSMUSG00000040017,Saa4,serum amyloid A 4,1.328491445,1.11E-06,1.77E-05,1,9.265883303
ENSMUSG00000074115,Saa1,serum amyloid A 1,1.895721844,5.04E-07,8.86E-06,1,6.182783056
ENSMUSG00000010307,Tmem86a,transmembrane protein 86A,1.141795777,0.008604824,0.034311193,1,4.562068118
ENSMUSG00000030470,Csrp3,cysteine and glycine-rich protein 3,1.493593797,4.11E-05,0.000406026,1,5.334198478
ENSMUSG00000030498,Gas2,growth arrest specific 2,1.197065145,9.54E-06,0.000115157,1,7.651968724
ENSMUSG00000030452,Nipa2,non imprinted in Prader-Willi/Angelman syndrome 2 homolog (human),2.070676063,3.31E-17,4.57E-15,1,6.668919998
ENSMUSG00000100094,1810008I18Rik,RIKEN cDNA 1810008I18 gene,1.32825342,4.52E-07,8.00E-06,1,7.87505019
ENSMUSG00000030555,Ttc23,tetratricopeptide repeat domain 23,1.531692045,6.13E-06,7.89E-05,1,7.724129665
ENSMUSG00000086628,Gm16157,predicted gene 16157,1.470129894,0.000763494,0.004772682,1,4.890393052
ENSMUSG00000030612,Mrpl46,mitochondrial ribosomal protein L46,1.662266196,3.35E-06,4.66E-05,1,5.406474225
ENSMUSG00000030611,Mrps11,mitochondrial ribosomal protein S11,1.570620846,2.11E-05,0.000227102,1,4.968668109
ENSMUSG00000025724,Sec11a,"SEC11 homolog A, signal peptidase complex subunit",1.295608986,1.12E-07,2.37E-06,1,7.180571915
ENSMUSG00000097277,2900076A07Rik,RIKEN cDNA 2900076A07 gene,1.568268967,0.010043697,0.038770074,1,3.464587901
ENSMUSG00000030630,Fah,fumarylacetoacetate hydrolase,1.234872281,9.65E-11,4.08E-09,1,10.8813444
ENSMUSG00000030629,Zfand6,"zinc finger, AN1-type domain 6",1.145047474,6.97E-07,1.18E-05,1,8.159863823
ENSMUSG00000030559,Rab38,"RAB38, member RAS oncogene family",5.888715538,0.000268578,0.002003449,1,0
ENSMUSG00000069972,Rps13-ps2,"ribosomal protein S13, pseudogene 2",2.928742148,2.98E-22,9.23E-20,1,6.233426806
ENSMUSG00000062797,Hikeshi,heat shock protein nuclear import factor,1.516846503,3.20E-05,0.000329113,1,5.653319406
ENSMUSG00000030615,Tmem126a,transmembrane protein 126A,1.890027552,9.91E-11,4.18E-09,1,6.498190301
ENSMUSG00000030614,Tmem126b,transmembrane protein 126B,2.09932228,8.00E-11,3.42E-09,1,5.805986929
ENSMUSG00000030613,Ccdc90b,coiled-coil domain containing 90B,1.314646476,0.010756621,0.041109591,1,4.648070964
ENSMUSG00000018995,Nars2,asparaginyl-tRNA synthetase 2 (mitochondrial)(putative),1.70746116,2.96E-07,5.52E-06,1,6.489204956
ENSMUSG00000025439,Clns1a,"chloride channel, nucleotide-sensitive, 1A",1.015084798,0.002343714,0.012165085,1,6.070841528
ENSMUSG00000044881,Coa4,cytochrome c oxidase assembly factor 4,1.728590241,0.001878688,0.010123862,1,3.583685748
ENSMUSG00000030706,Mrpl48,mitochondrial ribosomal protein L48,1.03234309,0.002033899,0.010781787,1,5.710707991
ENSMUSG00000067121,Gm7027,predicted gene 7027,1.910471744,0.002646665,0.013381942,1,3.346461672
ENSMUSG00000110251,Gm2996,predicted gene 2996,1.695006067,0.000910306,0.005524499,1,4.532504961
ENSMUSG00000066258,Trim12a,tripartite motif-containing 12A,1.47225391,0.001792663,0.009747173,1,4.446538705
ENSMUSG00000057143,Trim12c,tripartite motif-containing 12C,1.812582696,0.000698301,0.004418901,1,4.464718257
ENSMUSG00000030921,Trim30a,tripartite motif-containing 30A,2.433784767,5.62E-09,1.59E-07,1,4.304649066
ENSMUSG00000057596,Trim30d,tripartite motif-containing 30D,1.842385964,0.000132206,0.001109376,1,3.85306127
ENSMUSG00000051041,Olfml1,olfactomedin-like 1,1.352198619,0.000138631,0.001155653,1,6.404084715
ENSMUSG00000046364,Rpl27a,ribosomal protein L27A,1.17281789,0.009563092,0.037231835,1,5.311004679
ENSMUSG00000047554,Tmem41b,transmembrane protein 41B,1.132261338,0.000166139,0.001343501,1,6.249401536
ENSMUSG00000030751,Psma1,proteasome subunit alpha 1,2.464805199,1.35E-29,1.23E-26,1,8.166752521
ENSMUSG00000107383,Gm4366,predicted gene 4366,1.366989042,1.38E-07,2.82E-06,1,8.042421383
ENSMUSG00000008683,Rps15a,ribosomal protein S15A,2.216890987,4.62E-12,2.56E-10,1,6.738188186
ENSMUSG00000033533,Acsm1,acyl-CoA synthetase medium-chain family member 1,1.207179451,1.77E-08,4.43E-07,1,10.05655527
ENSMUSG00000109093,Gm19950,"predicted gene, 19950",1.219793132,0.003392912,0.016335383,1,4.720272719
ENSMUSG00000030935,Acsm3,acyl-CoA synthetase medium-chain family member 3,1.607353321,5.46E-15,4.74E-13,1,8.286865746
ENSMUSG00000030909,Anks4b,ankyrin repeat and sterile alpha motif domain containing 4B,1.438754637,1.06E-06,1.70E-05,1,8.040486897
ENSMUSG00000084230,Gm14388,predicted gene 14388,1.53790031,0.000274108,0.00203871,1,4.623765548
ENSMUSG00000030763,Lcmt1,leucine carboxyl methyltransferase 1,1.353531077,0.00286381,0.014275199,1,4.567074977
ENSMUSG00000054381,Zfp747,zinc finger protein 747,1.68381836,0.001836937,0.009924148,1,3.926593871
ENSMUSG00000030823,9130019O22Rik,RIKEN cDNA 9130019O22 gene,1.852498939,0.002169258,0.011397392,1,3.346461672
ENSMUSG00000078580,E430018J23Rik,RIKEN cDNA E430018J23 gene,2.133059033,0.001115791,0.006546252,1,3.048150389
ENSMUSG00000030815,Phkg2,"phosphorylase kinase, gamma 2 (testis)",1.278657142,0.004999992,0.022431061,1,4.54321881
ENSMUSG00000030934,Oat,ornithine aminotransferase,1.152546959,0.000368744,0.002612484,1,11.53344189
ENSMUSG00000030983,Bccip,BRCA2 and CDKN1A interacting protein,1.323079956,1.32E-07,2.72E-06,1,7.512056335
ENSMUSG00000041769,Ppp2r2d,"protein phosphatase 2, regulatory subunit B, delta",1.000247608,0.000979854,0.00587357,1,6.222202159
ENSMUSG00000025465,Echs1,"enoyl Coenzyme A hydratase, short chain, 1, mitochondrial",1.071971701,9.66E-08,2.08E-06,1,9.604599751
ENSMUSG00000025479,Cyp2e1,"cytochrome P450, family 2, subfamily e, polypeptide 1",1.90298446,6.33E-10,2.19E-08,1,14.03623922
ENSMUSG00000109628,BC024386,cDNA sequence BC023486,1.395449012,6.92E-10,2.36E-08,1,8.221662851
ENSMUSG00000025491,Ifitm1,interferon induced transmembrane protein 1,1.641004856,0.008848448,0.035012825,1,3.583685748
ENSMUSG00000109703,Gm45299,predicted gene 45299,3.107342053,0.004983931,0.022374819,1,1.374831284
ENSMUSG00000038650,Rnh1,ribonuclease/angiogenin inhibitor 1,1.236723864,6.52E-08,1.45E-06,1,8.39380261
ENSMUSG00000051007,Gatd1,glutamine amidotransferase like class 1 domain containing 1,1.332131033,0.000358797,0.00255198,1,5.358085414
ENSMUSG00000025508,Rplp2,"ribosomal protein, large P2",2.542617609,1.10E-19,2.28E-17,1,6.888402097
ENSMUSG00000025509,Pnpla2,patatin-like phospholipase domain containing 2,1.240643343,0.000169886,0.00136597,1,8.282268035
ENSMUSG00000000154,Slc22a18,"solute carrier family 22 (organic cation transporter), member 18",1.286146741,1.16E-05,0.00013689,1,8.289216263
ENSMUSG00000019762,Iyd,iodotyrosine deiodinase,2.259580203,5.99E-22,1.77E-19,1,8.142706406
ENSMUSG00000046916,Myct1,myc target 1,2.759413732,7.81E-07,1.30E-05,1,3.205002697
ENSMUSG00000019794,Katna1,katanin p60 (ATPase-containing) subunit A1,1.020922614,0.010291961,0.039536079,1,5.302023379
ENSMUSG00000019832,Rab32,"RAB32, member RAS oncogene family",1.233746724,0.000121188,0.001029688,1,6.711565156
ENSMUSG00000019814,Ltv1,LTV1 ribosome biogenesis factor,1.122968613,0.007875108,0.031973894,1,4.643337904
ENSMUSG00000019868,Vta1,vesicle (multivesicular body) trafficking 1,1.233869324,0.001836695,0.009924148,1,4.987839416
ENSMUSG00000039910,Cited2,"Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 2",1.830189746,1.06E-07,2.25E-06,1,6.121472678
ENSMUSG00000059554,Ccdc28a,coiled-coil domain containing 28A,1.154880292,0.006252475,0.026736124,1,5.267677406
ENSMUSG00000111356,Rpl32l,ribosomal protein L32-like,1.918346913,0.010916723,0.041571301,1,3.0816603
ENSMUSG00000019970,Sgk1,serum/glucocorticoid regulated kinase 1,1.190639156,0.001273167,0.007284419,1,6.06583734
ENSMUSG00000061983,Rps12,ribosomal protein S12,2.346052226,1.23E-06,1.93E-05,1,3.976124353
ENSMUSG00000020010,Vnn3,vanin 3,2.432869487,2.47E-29,2.09E-26,1,7.808301104
ENSMUSG00000019997,Ccn2,cellular communication network factor 2,1.401022316,0.001950376,0.010434883,1,5.342204815
ENSMUSG00000019989,Enpp3,ectonucleotide pyrophosphatase/phosphodiesterase 3,1.413051053,5.94E-07,1.02E-05,1,7.926140194
ENSMUSG00000112758,Gm36172,"predicted gene, 36172",1.770978196,0.005257062,0.02328809,1,3.518316036
ENSMUSG00000096546,Smlr1,small leucine-rich protein 1,1.347838822,3.70E-06,5.10E-05,1,6.003114325
ENSMUSG00000069682,Gm10275,predicted pseudogene 10275,1.273409501,4.54E-08,1.04E-06,1,8.222482239
ENSMUSG00000019792,Trmt11,tRNA methyltransferase 11,1.596230711,0.000798656,0.004951041,1,4.050949059
ENSMUSG00000063953,Amd2,S-adenosylmethionine decarboxylase 2,2.034671111,0.001187668,0.006876409,1,4.110928645
ENSMUSG00000069662,Marcks,myristoylated alanine rich protein kinase C substrate,1.964442886,5.19E-10,1.84E-08,1,5.968210237
ENSMUSG00000071335,Mfsd4b3-ps,"major facilitator superfamily domain containing 4B3, pseudogene",1.417333757,0.000681862,0.004326297,1,5.573288664
ENSMUSG00000110781,Gm31992,"predicted gene, 31992",2.511107559,0.001362082,0.007720086,1,2.369293185
ENSMUSG00000075232,Amd1,S-adenosylmethionine decarboxylase 1,1.212158583,0.000149627,0.001225842,1,6.798191264
ENSMUSG00000019818,Cd164,CD164 antigen,1.1878213,7.48E-05,0.000680844,1,10.25697222
ENSMUSG00000110841,Gpx4-ps2,"glutathione peroxidase 4, pseudogene 2",1.019248233,1.45E-05,0.000164834,1,9.555352987
ENSMUSG00000050953,Gja1,"gap junction protein, alpha 1",1.150729874,0.003744405,0.017711983,1,5.026768209
ENSMUSG00000019877,Serinc1,serine incorporator 1,1.421930573,2.37E-12,1.40E-10,1,9.806869738
ENSMUSG00000019874,Fabp7,"fatty acid binding protein 7, brain",1.958575207,0.009793002,0.037987152,1,3.169445114
ENSMUSG00000019872,Smpdl3a,"sphingomyelin phosphodiesterase, acid-like 3A",1.080315874,2.49E-05,0.000262031,1,7.224679578
ENSMUSG00000038010,Ccdc138,coiled-coil domain containing 138,1.900015705,0.00125523,0.007194766,1,3.633228874
ENSMUSG00000019917,Septin10,septin 10,2.376250764,3.90E-15,3.48E-13,1,5.847256043
ENSMUSG00000009654,Oit3,oncoprotein induced transcript 3,1.223524258,2.17E-05,0.00023194,1,6.847007025
ENSMUSG00000020107,Anapc16,anaphase promoting complex subunit 16,1.342371705,5.09E-05,0.000490344,1,5.80520982
ENSMUSG00000044475,Ascc1,activating signal cointegrator 1 complex subunit 1,1.016211981,0.003504149,0.016781847,1,5.653319406
ENSMUSG00000020089,Ppa1,pyrophosphatase (inorganic) 1,1.16216733,4.83E-05,0.000468456,1,8.813505662
ENSMUSG00000020079,Supv3l1,"suppressor of var1, 3-like 1 (S. cerevisiae)",1.363605622,0.000225519,0.001741597,1,5.745504051
ENSMUSG00000020077,Srgn,serglycin,3.11092884,3.28E-15,2.98E-13,1,4.594146682
ENSMUSG00000112129,Pbld1,phenazine biosynthesis-like protein domain containing 1,1.075349599,1.20E-06,1.89E-05,1,9.360088738
ENSMUSG00000003923,Tfam,"transcription factor A, mitochondrial",1.321790149,1.88E-07,3.70E-06,1,7.109359328
ENSMUSG00000072407,Gm6419,predicted gene 6419,1.149803104,0.009951424,0.038507551,1,4.933426382
ENSMUSG00000033427,Upb1,"ureidopropionase, beta",1.951542186,1.25E-18,2.34E-16,1,9.874256607
ENSMUSG00000020180,Snrpd3,small nuclear ribonucleoprotein D3,1.949955355,2.85E-10,1.07E-08,1,6.587435811
ENSMUSG00000001663,Gstt1,"glutathione S-transferase, theta 1",1.276422425,7.30E-10,2.47E-08,1,9.921777898
ENSMUSG00000000290,Itgb2,integrin beta 2,1.401969753,0.001347434,0.007650726,1,4.568907456
ENSMUSG00000032763,Ilvbl,ilvB (bacterial acetolactate synthase)-like,1.309710389,3.00E-05,0.000311242,1,6.143932986
ENSMUSG00000023175,Bsg,basigin,1.239325338,6.68E-10,2.30E-08,1,10.08260734
ENSMUSG00000111897,Gm19810,"predicted gene, 19810",1.680270374,0.006322378,0.026931732,1,3.542584093
ENSMUSG00000004667,Polr2e,polymerase (RNA) II (DNA directed) polypeptide E,1.106894239,6.15E-05,0.000577283,1,6.325396745
ENSMUSG00000075706,Gpx4,glutathione peroxidase 4,1.153436527,3.82E-05,0.00038338,1,7.139365908
ENSMUSG00000034917,Tjp3,tight junction protein 3,1.385398592,0.002423837,0.012464043,1,5.953816419
ENSMUSG00000020250,Txnrd1,thioredoxin reductase 1,1.350719859,2.20E-10,8.58E-09,1,8.975024541
ENSMUSG00000034591,Slc41a2,"solute carrier family 41, member 2",1.106957851,0.000522367,0.003475878,1,6.800425778
ENSMUSG00000111875,Gm5425,predicted gene 5425,2.074996636,0.000140716,0.001169959,1,3.983633233
ENSMUSG00000050490,Psma5-ps,"proteasome subunit alpha 5, pseudogene",1.870710241,6.52E-11,2.90E-09,1,6.013178774
ENSMUSG00000020051,Pah,phenylalanine hydroxylase,1.929012667,2.22E-14,1.75E-12,1,11.96339715
ENSMUSG00000035351,Nup37,nucleoporin 37,1.904475849,0.004283848,0.019698564,1,2.888232991
ENSMUSG00000020056,Washc3,WASH complex subunit 3,1.435083644,0.00018985,0.001500831,1,5.475033301
ENSMUSG00000004359,Spic,Spi-C transcription factor (Spi-1/PU.1 related),5.053280531,0.002406922,0.01239687,1,0
ENSMUSG00000019935,Slc17a8,"solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 8",1.431050429,4.15E-07,7.44E-06,1,6.297949279
ENSMUSG00000019948,Actr6,ARP6 actin-related protein 6,2.033984268,6.73E-10,2.31E-08,1,5.510990891
ENSMUSG00000020018,Snrpf,small nuclear ribonucleoprotein polypeptide F,3.269523197,0.000659813,0.004218021,1,1.743731363
ENSMUSG00000005897,Nr2c1,"nuclear receptor subfamily 2, group C, member 1",1.137114024,0.001160636,0.006756275,1,5.823250762
ENSMUSG00000045867,Cradd,CASP2 and RIPK1 domain containing adaptor with death domain,1.634970692,1.29E-05,0.000149268,1,5.281351839
ENSMUSG00000062981,Mrpl42,mitochondrial ribosomal protein L42,1.293501566,2.66E-05,0.000279583,1,6.45147617
ENSMUSG00000074781,Ube2n,ubiquitin-conjugating enzyme E2N,1.298738507,6.27E-05,0.000586952,1,5.870868424
ENSMUSG00000110353,Gm33543,"predicted gene, 33543",1.717430738,0.000581447,0.003815016,1,4.712913615
ENSMUSG00000111923,Gm34777,"predicted gene, 34777",2.61610101,0.000516232,0.003445889,1,2.337605121
ENSMUSG00000019960,Dusp6,dual specificity phosphatase 6,1.794766338,3.23E-10,1.19E-08,1,7.373392835
ENSMUSG00000091086,Rpl6l,ribosomal protein L6-like,1.159747885,2.04E-05,0.000220526,1,6.849440857
ENSMUSG00000063334,Krr1,"KRR1, small subunit (SSU) processome component, homolog (yeast)",1.245887334,0.000171265,0.001374447,1,5.592652635
ENSMUSG00000069520,Tmem19,transmembrane protein 19,1.436300867,1.17E-07,2.45E-06,1,8.846468464
ENSMUSG00000034024,Cct2,"chaperonin containing Tcp1, subunit 2 (beta)",1.30527002,2.05E-08,5.07E-07,1,8.115335712
ENSMUSG00000112796,Gm40770,"predicted gene, 40770",2.125537803,0.000409383,0.00286502,1,3.314262454
ENSMUSG00000052681,Rap1b,RAS related protein 1b,1.370457412,4.91E-10,1.75E-08,1,7.742948175
ENSMUSG00000051236,Msrb3,methionine sulfoxide reductase B3,1.155550991,0.002348682,0.012182304,1,5.02810091
ENSMUSG00000040441,Slc26a10,"solute carrier family 26, member 10",2.171609103,0.006561031,0.027692438,1,2.177440567
ENSMUSG00000047492,Inhbe,inhibin beta-E,1.342385719,2.25E-05,0.000238886,1,7.309318589
ENSMUSG00000025405,Inhbc,inhibin beta-C,1.011985892,0.001534039,0.008534689,1,7.135467053
ENSMUSG00000025403,Shmt2,serine hydroxymethyltransferase 2 (mitochondrial),1.208730429,2.02E-09,6.20E-08,1,9.461652406
ENSMUSG00000056148,Rdh9,retinol dehydrogenase 9,1.460436404,0.000148227,0.001218048,1,5.088667854
ENSMUSG00000069456,Rdh16,retinol dehydrogenase 16,2.279853958,9.09E-23,3.12E-20,1,9.420121715
ENSMUSG00000074639,Rdh16f2,RDH16 family member 2,1.529447835,2.27E-10,8.85E-09,1,7.801111511
ENSMUSG00000040134,Rdh7,retinol dehydrogenase 7,1.306857868,3.17E-07,5.83E-06,1,11.67791586
ENSMUSG00000051716,Apon,apolipoprotein N,2.58252675,1.20E-22,3.89E-20,1,9.777940675
ENSMUSG00000025381,Cnpy2,canopy FGF signaling regulator 2,1.085567994,1.92E-05,0.000208917,1,7.694271238
ENSMUSG00000025358,Cdk2,cyclin-dependent kinase 2,1.453365952,0.001398471,0.007884099,1,4.972446888
ENSMUSG00000064030,Pym1,"PYM homolog 1, exon junction complex associated factor",1.46281621,0.002697179,0.01361019,1,4.156377436
ENSMUSG00000045055,Rpsa-ps2,"ribosomal protein SA, pseudogene 2",2.753547766,7.46E-07,1.25E-05,1,3.684511549
ENSMUSG00000025350,Rdh5,retinol dehydrogenase 5,1.367269647,0.001015095,0.006059071,1,4.784740779
ENSMUSG00000025347,Mettl7b,methyltransferase like 7B,2.228109334,6.08E-23,2.14E-20,1,10.78187814
ENSMUSG00000097691,9030616G12Rik,RIKEN cDNA 9030616G12 gene,2.916446693,1.67E-09,5.27E-08,1,3.78420392
ENSMUSG00000065952,Rps23rg1,"ribosomal protein S23, retrogene 1",2.044467855,0.000341636,0.002450511,1,3.556415161
ENSMUSG00000023073,Slc10a2,"solute carrier family 10, member 2",2.054652989,4.89E-17,6.39E-15,1,7.073181512
ENSMUSG00000109933,Gm7600,predicted gene 7600,3.868323883,4.27E-09,1.24E-07,1,2.639030646
ENSMUSG00000038542,Pcid2,PCI domain containing 2,1.110816116,0.003042113,0.014975828,1,5.484240187
ENSMUSG00000037296,Lsm1,"LSM1 homolog, mRNA degradation associated",1.331767104,0.002030917,0.01077405,1,5.262645997
ENSMUSG00000031487,Brf2,"BRF2, RNA polymerase III transcription initiation factor 50kDa subunit",1.404895603,0.011263305,0.042496259,1,4.048324362
ENSMUSG00000025044,Msr1,macrophage scavenger receptor 1,1.360965943,0.000651772,0.004181353,1,5.815976821
ENSMUSG00000031645,F11,coagulation factor XI,2.475040445,1.63E-11,8.16E-10,1,7.730356082
ENSMUSG00000031628,Casp3,caspase 3,1.141900433,0.000248019,0.001879908,1,6.539623563
ENSMUSG00000031568,Rwdd4a,RWD domain containing 4A,1.601077396,3.73E-08,8.70E-07,1,6.179952698
ENSMUSG00000031517,Gpm6a,glycoprotein m6a,1.668005253,0.009255056,0.036240591,1,3.318625522
ENSMUSG00000038206,Fbxo8,F-box protein 8,1.233286781,7.35E-07,1.23E-05,1,7.477345706
ENSMUSG00000036469,Marchf1,membrane associated ring-CH-type finger 1,1.800592261,0.00090455,0.005497446,1,3.923732663
ENSMUSG00000025588,Nat1,N-acetyl transferase 1,2.572961461,0.00041427,0.002894644,1,2.510456781
ENSMUSG00000051147,Nat2,N-acetyltransferase 2 (arylamine N-acetyltransferase),1.479476741,2.24E-05,0.000238074,1,5.483268857
ENSMUSG00000015568,Lpl,lipoprotein lipase,1.490613266,0.000468325,0.003198412,1,5.445881122
ENSMUSG00000110444,Gm10033,predicted gene 10033,2.108097424,0.000176194,0.00140689,1,3.91302208
ENSMUSG00000110545,Gm7730,predicted gene 7730,2.15264306,4.32E-09,1.26E-07,1,5.108494355
ENSMUSG00000057788,Ddx49,DEAD box helicase 49,1.230622631,0.00022369,0.00173169,1,5.652455528
ENSMUSG00000038508,Gdf15,growth differentiation factor 15,2.027505057,0.000241458,0.00183676,1,3.633228874
ENSMUSG00000031848,Lsm4,"LSM4 homolog, U6 small nuclear RNA and mRNA degradation associated",1.312517034,3.91E-05,0.000390929,1,5.822482899
ENSMUSG00000046718,Bst2,bone marrow stromal cell antigen 2,1.440378956,1.34E-06,2.08E-05,1,8.658784579
ENSMUSG00000052446,Zfp961,zinc finger protein 961,1.478394666,0.000771581,0.004813755,1,4.580674328
ENSMUSG00000055148,Klf2,Kruppel-like factor 2 (lung),1.528591749,0.000811566,0.005013936,1,4.57073761
ENSMUSG00000019732,Calr3,calreticulin 3,2.389569981,0.003730795,0.017654183,1,2.27206127
ENSMUSG00000047657,Crry-ps,"complement receptor related protein, pseudogene",2.135672766,1.99E-05,0.000215931,1,4.446538705
ENSMUSG00000110057,Gm2225,predicted gene 2225,2.160805697,1.36E-07,2.78E-06,1,5.010439742
ENSMUSG00000031683,Lsm6,"LSM6 homolog, U6 small nuclear RNA and mRNA degradation associated",1.26302843,0.000138456,0.001155653,1,5.66760962
ENSMUSG00000003814,Calr,calreticulin,1.737685597,1.34E-07,2.75E-06,1,11.1119212
ENSMUSG00000052926,Rnaseh2a,"ribonuclease H2, large subunit",1.694758783,1.09E-06,1.74E-05,1,5.45329258
ENSMUSG00000008167,Fbxw9,F-box and WD-40 domain protein 9,1.259019498,1.27E-05,0.000148336,1,6.140409267
ENSMUSG00000005150,Wdr83,WD repeat domain containing 83,1.773894674,6.42E-07,1.09E-05,1,5.045187601
ENSMUSG00000059355,Wdr83os,WD repeat domain 83 opposite strand,1.732983689,1.34E-08,3.48E-07,1,6.135361819
ENSMUSG00000031696,Vps35,VPS35 retromer complex component,1.27650609,5.37E-08,1.21E-06,1,8.648702677
ENSMUSG00000031697,Orc6,"origin recognition complex, subunit 6",1.539909639,0.008090428,0.032618634,1,4.024010651
ENSMUSG00000056973,Ces1d,carboxylesterase 1D,1.304335615,3.56E-09,1.06E-07,1,11.22117304
ENSMUSG00000061959,Ces1e,carboxylesterase 1E,1.59981097,1.44E-14,1.18E-12,1,9.448908233
ENSMUSG00000031725,Ces1f,carboxylesterase 1F,1.049788566,1.06E-08,2.81E-07,1,10.5817797
ENSMUSG00000057074,Ces1g,carboxylesterase 1G,1.412009869,6.22E-08,1.39E-06,1,9.705305413
ENSMUSG00000055730,Ces2a,carboxylesterase 2A,2.199808017,3.19E-14,2.43E-12,1,10.37099499
ENSMUSG00000061825,Ces2c,carboxylesterase 2C,1.540512202,2.00E-08,4.96E-07,1,7.511645333
ENSMUSG00000031886,Ces2e,carboxylesterase 2E,1.461871385,4.27E-11,1.97E-09,1,10.0108035
ENSMUSG00000069922,Ces3a,carboxylesterase 3A,1.290455374,1.82E-05,0.000200249,1,12.01968966
ENSMUSG00000014856,Tmem208,transmembrane protein 208,1.023342231,0.003957555,0.018492865,1,6.479322793
ENSMUSG00000110686,Gm45855,predicted gene 45855,1.500323531,5.30E-06,6.97E-05,1,6.367957593
ENSMUSG00000031897,Psmb10,"proteasome (prosome, macropain) subunit, beta type 10",1.211940362,1.76E-05,0.000194788,1,6.25380876
ENSMUSG00000045538,Ddx28,DEAD box helicase 28,1.0296446,0.002456207,0.012584346,1,5.543280531
ENSMUSG00000086390,1810019D21Rik,RIKEN cDNA 1810019D21 gene,1.263693074,0.004475981,0.020500382,1,4.382270828
ENSMUSG00000060098,Prmt7,protein arginine N-methyltransferase 7,1.778340543,1.33E-06,2.07E-05,1,5.300921232
ENSMUSG00000039067,Psmd7,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 7",1.199945285,5.24E-05,0.000503797,1,7.252688016
ENSMUSG00000001670,Tat,tyrosine aminotransferase,1.574188803,5.87E-07,1.01E-05,1,12.83178605
ENSMUSG00000015023,Ddx19a,DEAD box helicase 19a,1.079748142,0.00014106,0.00117205,1,6.379152153
ENSMUSG00000031827,Cotl1,coactosin-like 1 (Dictyostelium),1.171767891,0.000985478,0.005901711,1,5.861047714
ENSMUSG00000031812,Map1lc3b,microtubule-associated protein 1 light chain 3 beta,2.540307751,2.08E-24,9.09E-22,1,8.180255594
ENSMUSG00000040263,Klhdc4,kelch domain containing 4,1.149581602,0.005351734,0.023641481,1,5.119103357
ENSMUSG00000015013,Trappc2l,trafficking protein particle complex 2-like,1.348955522,0.00097652,0.005859118,1,5.107579615
ENSMUSG00000033931,Rbm34,RNA binding motif protein 34,1.493214327,0.001608515,0.008898344,1,4.651533874
ENSMUSG00000094242,Gm5456,predicted gene 5456,2.337846707,7.44E-09,2.02E-07,1,4.607494389
ENSMUSG00000023156,Rpp14,ribonuclease P 14 subunit,1.473135211,1.27E-06,1.99E-05,1,5.904952011
ENSMUSG00000021751,Acox2,"acyl-Coenzyme A oxidase 2, branched chain",1.112850403,1.12E-05,0.000132207,1,9.335979233
ENSMUSG00000033111,3830406C13Rik,RIKEN cDNA 3830406C13 gene,1.720939777,3.65E-05,0.000368702,1,4.768602505
ENSMUSG00000021809,Nudt13,nudix (nucleoside diphosphate linked moiety X)-type motif 13,2.40641995,7.96E-11,3.41E-09,1,4.673677718
ENSMUSG00000021771,Vdac2,voltage-dependent anion channel 2,1.466996693,1.20E-07,2.50E-06,1,7.995322701
ENSMUSG00000025290,Rps24,ribosomal protein S24,1.015250148,3.96E-05,0.000393837,1,8.198144896
ENSMUSG00000045776,Lrtm1,leucine-rich repeats and transmembrane domains 1,1.026707131,0.011440139,0.042979939,1,5.932762108
ENSMUSG00000042682,Selenok,selenoprotein K,1.226782811,9.45E-07,1.54E-05,1,7.354064413
ENSMUSG00000052395,Rft1,RFT1 homolog,1.590716489,3.02E-06,4.24E-05,1,5.785009133
ENSMUSG00000042354,Gnl3,guanine nucleotide binding protein-like 3 (nucleolar),1.234658294,0.003117786,0.015289072,1,5.945445173
ENSMUSG00000021884,Hacl1,2-hydroxyacyl-CoA lyase 1,1.417486471,1.04E-06,1.67E-05,1,7.049911047
ENSMUSG00000021900,Btd,biotinidase,1.486629545,5.79E-09,1.63E-07,1,7.331264335
ENSMUSG00000021905,Dph3,diphthamine biosynthesis 3,1.599663099,1.35E-05,0.000154971,1,5.187031638
ENSMUSG00000021906,Oxnad1,oxidoreductase NAD-binding domain containing 1,1.098935642,0.000262227,0.001971124,1,6.391296507
ENSMUSG00000041471,Shld2,shieldin complex subunit 2,1.837424021,3.03E-12,1.76E-10,1,7.833645731
ENSMUSG00000072596,Ear2,"eosinophil-associated, ribonuclease A family, member 2",2.947627894,0.000224647,0.001736978,1,2.212804023
ENSMUSG00000115160,Gm6532,predicted pseudogene 6532,2.299856754,2.56E-07,4.84E-06,1,4.468649821
ENSMUSG00000021832,Psmc6,"proteasome (prosome, macropain) 26S subunit, ATPase, 6",1.986529292,6.69E-15,5.74E-13,1,8.272797251
ENSMUSG00000044285,Ubb-ps,"ubiquitin B, pseudogene",1.051263166,0.000502487,0.003372018,1,7.168322492
ENSMUSG00000062081,Gm6055,predicted gene 6055,1.657049197,5.40E-09,1.54E-07,1,6.369535491
ENSMUSG00000115338,Pnp,purine-nucleoside phosphorylase,2.038811386,6.77E-11,2.97E-09,1,6.490523197
